X,Y,OBJECTID,FOLIO,NAME,ENTITYNAME,ADDRESS,CITY,ZIPCODE,PHONE,PHONE2,TYPE,CAPACITY,CAP_DESC,LAT,LON,POINT_X,POINT_Y
-8919145.41379999,2991635.23,431,3122110040380,RESIDENCE INN BY MARRIOTT (SUNNY ISLES),17700 COLLINS AVENUE OWNER LLC,17700  COLLINS AVENUE,SUNNY ISLES,33160,305-789-2763,,HOTL,194,Rooms,25.93986,-80.12204,944685.248755079,584800.56206774
-8934811.2252,2972353.8408,432,0131320270010,RESIDENCE INN BY MARRIOTT MIAMI AIRPORT SOUTH,MARRIOTT HOTEL SERVICES INC,1201 NW LEJEUNE RD,MIAMI,33126,305-481-1489,305-481-1489,HOTL,163,Rooms,25.784,-80.26277,898754.599146746,527865.211371742
-8943934.6474,2975051.6659,433,3530280180155,RESIDENCE INN MIAMI AIRPORT WEST DORAL,SUNSHINE HOSPITALITY LLC,3450 NW 91 AVE,MIAMI,33172,786-814-8427,786-814-8427,HOTL,129,Rooms,25.80582,-80.34473,871746.026851662,535653.400191657
-8921387.1835,2973367.8705,434,0232330170010,RESIDENCE INN MIAMI SOUTH BEACH,RESIDENCE INN BY MARRIOTT LLC,1231 17 ST,MIAMI BEACH,33139,505-610-2868,505-610-2868,HOTL,116,Rooms,25.7922,-80.14218,938417.613652579,531086.670479991
-8919866.5512,2973529.2529,435,0232340190510,RICHMOND HOTEL,WALLACE CORP,1757 COLLINS AVE,MIAMI BEACH,33139,,,HOTL,105,Rooms,25.79351,-80.12852,942909.309721664,531590.622556075
-8919279.1308,2986588.2526,436,1222260440001,RITZ CARLTON BAL HARBOUR,LK HOTEL LLC,10295 COLLINS AVE,BAL HARBOUR,33154,305-455-5400,305-455-5400,HOTL,124,Rooms,25.89909,-80.12325,944389.630251829,569976.303986654
-8932054.1423,2965780.1296,437,0141211990010,RITZ CARLTON HOTEL COCONUT GROVE,HHLP COCONUT GROVE RC LESSEE LLC,3300 SW 27TH AVE,COCONUT GROVE,33133,305-644-4680,305-644-4680,HOTL,115,Rooms,25.73082,-80.238,907016.402833078,508580.683339827
-8923143.445,2960965.9606,438,2452050610001,RITZ CARLTON KEY BISCAYNE,RITZ CARLTON HOTEL CO,455 GRAND BAY DR,KEY BISCAYNE,33149,,,HOTL,302,Rooms,25.69185,-80.15796,933459.124553829,494578.531226076
-8919349.9797,2975164.9792,439,0232260011320,RIV FLORIDA BEACH HOTEL,RIVTEL BEACH INC,3101 COLLINS AVE,MIAMI BEACH,33140,305-673-5333,305-673-5333,HOTL,284,Rooms,25.80674,-80.12388,944404.225038912,536409.21856191
-8928034.9665,2970900.6758,440,0102010801150,RIVER INN MIAMI,RIVER INN SRD LLC,445 SW 2ND ST,MIAMI,33130,305-325-0045,305-325-0045,HOTL,6,Rooms,25.77225,-80.2019,918811.499649663,523709.434906408
-8958596.7314,2933108.1953,441,1079180090080,RIVER PARK HOTEL AND SUITES,RIVER PARK INN & SUITES,100 SE 4 ST,MIAMI,33131,305-374-5100,,HOTL,149,Rooms,25.46613,-80.47644,828901.089247745,411998.781687737
-8926334.2091,2980120.3477,442,0132070400180,RIVERSIDE MOTEL,SHANIK INC,498 NE 78 ST,MIAMI,33138,786-247-3842,,MOTL,14,Rooms,25.84681,-80.18663,923672.052920662,550840.39573624
-8920066.0483,2973873.5691,443,0232260010180,RIVIERA HOTEL APARTMENTS,PHILLARD APARTMENTS HOTEL LLC,2000 LIBERTY AVE,MIAMI BEACH,33139,305-531-5831,,HOTL,54,Rooms,25.79629,-80.13031,942312.935914412,532598.93550007
-8920086.7361,2973817.5793,444,0232260010220,RIVIERA LOFTS HOTEL,RIVIERA LOFTS HOTEL LLC,318 20 ST,MIAMI BEACH,33139,305-538-7444,305-538-7444,HOTL,97,Rooms,25.79584,-80.1305,942252.874026664,532433.935830072
-8920139.306,2972638.0064,445,0232340080760,RIVIERE APART HOTEL,HORIZONTE CORPORATION,1424 COLLINS AVE,MIAMI BEACH,33139,305-531-3488,305-538-4361,HOTL,19,Rooms,25.7863,-80.13098,942120.373635497,528965.121901572
-8927977.7403,2970961.1952,446,0102010801020,ROAM MIAMI,ROAM MIAMI LLC,118 SW SOUTH RIVER DR,MIAMI,33130,305-325-0045,305-766-3462,HOTL,40,Rooms,25.77274,-80.20139,918979.602987997,523888.404692821
-8920093.769,2972476.1832,447,0232340080570,ROCK HOSTEL,1351 COLLINS RESTAURANT LLC,1351 COLLINS AVE.,MIAMI BEACH,33139,786-431-9931,786-431-9931,HOTL,24,Rooms,25.78499,-80.13056,942258.123688079,528490.250147909
-8928160.7388,2990128.1861,448,3021130072630,RODE WAY INN,O J A DEVELOPMENT COMPANY LTD,148 NW 167 STREET,MIAMI,33169,305-949-1441,,MOTL,165,Rooms,25.92769,-80.20303,918096.997141663,580205.18444749
-8937960.3458,2962696.3596,449,0940250110240,RODEWAY INN SOUTH MIAMI - CORAL GABLES,RIVER PARK HOTELS & SUITES,5959 SW 71 ST,MIAMI,33143,305-667-6664,305-667-6664,HOTL,118,Rooms,25.70586,-80.29106,889598.327761162,499412.21808099
-8935146.6641,2969945.1866,450,0141050240101,ROSSEL INN,ROSSEL INN LLC,4315 SW 8 ST,MIAMI,33134,305-476-5244,954-462-9175,MOTL,8,Rooms,25.76452,-80.26579,897802.489830494,520777.70717407
-8926117.3702,2979725.1051,451,0132070401541,ROYAL BUDGET INN,SAAJAMAR INC,7422 BISCAYNE BLVD,MIAMI,33138,305-754-6657,305-754-7901,MOTL,18,Rooms,25.84361,-80.18467,924319.913173497,549682.93742124
-8920439.5985,2971633.221,452,0242032700001,ROYAL HOTEL,ROYAL SOUTH BEACH CORP,763 PENNSYLVANIA AVE,MIAMI BEACH,33139,305-673-9009,,HOTL,42,Rooms,25.77817,-80.13367,941252.124387745,526005.122572243
-8935960.1384,2975429.8127,453,0531190133880,RUNWAY INN MIAMI AIRPORT,RUNWAY PARTNERS LLC,656 EAST DR,MIAMI SPRINGS,33166,305-888-6411,305-888-6411,HOTL,103,Rooms,25.80888,-80.27309,895308.43609158,536888.685778826
-8919931.2408,2973296.464,454,0232340190530,SAGAMORE MIAMI BEACH,EBJ/INSITE SAGAMORE LLC,1671 COLLINS AVE,MIAMI BEACH,33139,305-535-8088,954-640-7999,HOTL,93,Rooms,25.79163,-80.1291,942722.622102913,530904.997286908
-8919502.2694,2975117.0626,455,0232260011270,SAMANTHA SOUTH BEACH HOTEL,3031 SJ REALTY LLC,235 30TH STREET,MIAMI BEACH,33140,786-431-9931,,HOTL,34,Rooms,25.80635,-80.12525,943955.06222333,536265.374361403
-8920061.0799,2973335.9564,456,0232340190630,SAN JUAN HOTEL,SAN JUAN HOTEL LLC,1680 COLLINS AVE,MIAMI BEACH,33139,305-538-7531,305-538-7531,HOTL,77,Rooms,25.79195,-80.13027,942338.061848413,531018.562348492
-8931664.3152,2970013.0507,457,0141100140370,SAN JUAN MOTEL,HAGA BUSINESS INC,2390 SW 8 ST,MIAMI,33135,305-642-2433,,MOTL,10,Rooms,25.76507,-80.2345,908097.013204664,521035.831657827
-8926051.6119,2979202.5277,458,0132180070610,SATURN MOTEL,SHREE JEE HOSPITALITY INC,6995 BISCAYNE BLVD,MIAMI,33138,305-757-8891,,MOTL,16,Rooms,25.83939,-80.18408,924523.735272411,548148.491671242
-8920221.1346,2971082.7756,459,0242030120200,SAVOY HOTEL,SAVOY HOTEL PARTNERS LLC,425- 455 OCEAN DRIVE,MIAMI,33139,305-532-0200,305-532-0200,HOTL,75,Rooms,25.77372,-80.13171,941908.624387078,524390.935183823
-8920316.3617,2971784.3243,460,,SDMH INTERNATIONAL LLC,SDMH INTERNATIONAL LLC,236 9 ST,MIAMI BEACH,33139,786-356-4153,786-356-4153,HOTL,28,Rooms,25.7794,-80.13256,941613.517693829,526451.789001741
-8919254.5305,2985587.7837,461,1222260010070,SEA VIEW HOTEL (THE),SEA VIEW HOTEL INC,9909 COLLINS AVE,MIAMI BEACH,33154,,305-866-4441,HOTL,135,Rooms,25.891,-80.12302,944481.92632708,567038.082828991
-8919795.3051,2973813.3237,462,0232260010040,SEAGULL HOTEL MIAMI BEACH,BERNARD CHARLES LTD,100 21 ST,MIAMI BEACH,33139,305-538-6631,305-538-6631,HOTL,172,Rooms,25.79581,-80.12788,943114.372303661,532427.123179659
-8919195.4972,2981601.3713,463,0232020030930,SEASIDE APARTMENT HOTEL,HARDING HOTEL LLC,7310 HARDING AVE,MIAMI BEACH,33141,305-772-4672,305-772-4672,HOTL,48,Rooms,25.85878,-80.12249,944734.560008161,555327.873637907
-8920306.3974,2971048.2491,464,0242030030660,SENSE BEACH HOUSE,OCEAN UNIT LLC,400 OCEAN DR,MIAMI BEACH,33139,305-538-5529,305-538-5529,HOTL,18,Rooms,25.77344,-80.13247,941657.225283578,524287.756584406
-8919893.8519,2973824.3508,465,0232341530001,SETAI HOTEL,SETAI HOTEL ACQUISITION LLC,2001 COLLINS AVE,MIAMI BEACH,33139,305-520-6111,305-322-1005,HOTL,88,Rooms,25.7959,-80.12877,942822.871902414,532457.611635737
-8926091.5151,2978518.1298,466,0132180240890,SHALIMAR MOTEL,JAI SIYARAM LLC,6200 BISCAYNE BLVD,MIAMI,33138,,,MOTL,49,Rooms,25.83385,-80.18444,924418.310286414,546136.499304153
-8919874.631,2973612.3482,467,0232340830001,SHELBORNE SOUTH BEACH,SHELBORNE OPERATING ASSOCIATES LLC,1801 COLLINS AVE,MIAMI BEACH,33139,,,HOTL,210,Rooms,25.79418,-80.12859,942883.810100745,531834.748380154
-8920291.7451,2971738.1042,468,0242030040450,SHELLEY HOTEL,HOTEL SHELLEY LLC,844 COLLINS AVE,MIAMI BEACH,33139,305-531-3341,,HOTL,50,Rooms,25.77902,-80.13234,941687.18486933,526316.373590156
-8920163.3347,2972468.9063,469,0232340080910,SHEPLEY HOTEL,BEACHCOMBER INVESTMENTS CORP,1340 COLLINS AVE,MIAMI BEACH,33139,305-531-3755,305-531-3755,HOTL,29,Rooms,25.78493,-80.13119,942052.623114828,528467.499209158
-8934442.712,2973658.3668,470,3031290170010,SHERATON MIAMI AIRPORT HOTEL & EXECUTIVE MEETING CENTER,3900 NW LLC,3900 NW 21 ST,MIAMI,33142,305-871-3800,,HOTL,405,Rooms,25.79455,-80.25946,899822.374570247,531706.436956987
-8918901.8467,2980440.2353,471,0232110070400,SHERRY FRONTAC,SHERRY FRONTENAC RESORT INC,6565 COLLINS AVE,MIAMI BEACH,33141,305-866-1637,305-866-1637,HOTL,268,Rooms,25.84939,-80.11986,945624.934867829,551921.872903988
-8919870.5471,2973696.319,472,0232260010020,SHORE CLUB HOTEL,SHORE CLUB PROPERTY OWNER LLC,1901 COLLINS AVE,MIAMI BEACH,33139,305-695-3100,305-695-3269,HOTL,309,Rooms,25.79486,-80.12856,942894.247743912,532081.684237987
-8923190.9652,2961470.9287,473,,SILVER SANDS OCEANFRONT MOTEL,RED DRAGON'S SANDS LTD,301 OCEAN DR,KEY BISCAYNE,33149,305-361-5441,305-361-5441,MOTL,56,Rooms,25.69594,-80.15839,933309.079250246,496063.363230154
-8926082.9936,2978431.987,474,0132180241050,SINBAD MOTEL,CHIRAV CORPORATION,6150 BISCAYNE BLVD,MIAMI,33137,305-751-3110,305-751-3110,HOTL,28,Rooms,25.83316,-80.18437,924445.060560994,545883.498497821
-8919110.2574,2979758.002,475,0232110870001,SIXTY SIXTY RESORT,CONDOMINIUM HOTEL MANAGEMENT CORP INC,6060 INDIAN CREEK DR,MIAMI BEACH,33140,305-868-0110,305-868-0010,HOTL,82,Rooms,25.84388,-80.12173,945022.586334996,549913.000281326
-8919024.8925,2979783.269,476,0232110080020,SIXTY80 DESIGN HOTEL,6080 COLLINS MANAGER LLC,6080 COLLINS AVE,MIAMI BEACH,33140,786-475-9125,786-888-1702,HOTL,70,Rooms,25.84408,-80.12096,945274.31089716,549988.93582499
-8937084.7173,2975413.1927,477,0531190250020,SLEEP INN,"FAIRWAYS, INC.",105 FAIRWAY DR,MIAMI SPGS,33166,871-7553,301-592-3840,HOTL,117,Rooms,25.80875,-80.2832,891985.096937746,536821.602251574
-8927120.4518,2969545.4801,478,0102090501015,SLS BRICKELL HOTEL,BRICKELL MIAMI LLC,1300 S MIAMI AVE,MIAMI,33130,305-239-1300,305-239-1300,HOTL,124,Rooms,25.76128,-80.19368,921539.51847183,519741.035690993
-8927064.7014,2970147.6749,479,0102050501040,SLS LUX BRICKELL,SBE HOTEL MANAGEMENT LLC,801 S MIAMI AVE,MIAMI,33130,305-789-2733,305-239-1304,HOTL,84,Rooms,25.76616,-80.19318,921693.513570663,521512.801176324
-8919883.6817,2973419.4323,480,0232340190440,SLS SOUTH BEACH,1701 MIAMI (OPERATOR) LLC,1701 COLLINS AVE,MIAMI BEACH,33139,305-674-1701,305-498-0174,HOTL,140,Rooms,25.79262,-80.12868,942860.81080291,531267.434882239
-8920551.97609999,2971029.8568,481,0242030130020,SO FL VILLAS & GARDEN,BRAGASSA DONNA,350 WASHINGTON AVE,MIAMI BEACH,33139,305-582-0147,305-582-0147,HOTL,5,Rooms,25.77329,-80.13468,940931.560068246,524228.903683737
-8920888.47899999,2971983.8486,482,0242030096880,SOBE YOU HOTEL,1018 JEFFERSON LLC,1018 JEFFERSON AVE,MIAMI BEACH,33139,305-534-5247,,HOTL,9,Rooms,25.78101,-80.1377,939918.374430578,527027.312128909
-8919200.99019999,2982551.1411,483,0232020100270,SOGNO DI MARE INC,SOGNO DI MARE INC,8118 HARDING AVE,MIAMI BEACH,33141,786-356-4153,786-356-4153,HOTL,22,Rooms,25.86646,-80.12254,944699.689014912,558118.30637724
-8919144.8501,2976305.5874,484,0232260012140,SOHO HOUSE,SOHO HOUSE BEACH HOUSE LLC,4385 COLLINS AVE,MIAMI BEACH,33140,786-507-7900,786-507-7900,HOTL,50,Rooms,25.81596,-80.12204,944988.124461662,539765.936585993
-8920328.6542,2972502.4495,485,0232341830001,SOLDATINI RENTAL,SOBE VILLAGE CONDOMINIUM ASSOC,1355 57 DREXEL AVE 440 14 ST,MIAMI BEACH,33139,305-296-3432,786-536-2106,HOTL,18,Rooms,25.7852,-80.13267,941563.27566833,528562.895343825
-8919004.72039999,2991229.3426,486,3122110740001,SOLE ON THE OCEAN,17315 COLLINS AVENUE LLC,17315 COLLINS AVE,NORTH MIAMI BEACH,33160,786-923-9300,786-923-9300,HOTL,249,Rooms,25.93658,-80.12078,945108.608472664,583611.55230666
-8919988.18869999,2973890.3575,487,0232260010080,SOUTH BEACH HOTEL,COLLINS PARK HOTEL LLC,236 21 ST,MIAMI BEACH,33139,,,HOTL,51,Rooms,25.79643,-80.12961,942542.747134577,532649.80974216
-8946543.81469999,2985045.7411,488,2220290010486,SOUTH RIVER SUITES,SOUTH RIVER SUITES LTD,12484 NW SOUTH RIVER DR,MEDLEY,33178,305-455-6961,305-455-6961,HOTL,77,Rooms,25.88662,-80.36818,863893.529433329,564982.48982732
-8919869.53119999,2973510.1182,489,0232340190500,SOUTH SEAS HOTEL,SYNERGETIC REAL ESTATE OF FLORIDA LLC,1751 COLLINS AVE,MIAMI BEACH,33139,305-538-1411,305-538-1411,HOTL,117,Rooms,25.79336,-80.12855,942900.87338683,531534.311973155
-8946517.59629999,2975648.6263,490,3530290870010,SPRINGHILL HOTEL,B & JCM HOSPITALITY GROUP LLC,3895 NW 107 AVE,DORAL,33178,305-593-6366,305-593-6366,HOTL,112,Rooms,25.81065,-80.36793,864103.776716247,537370.740588993
-8928989.81299999,2972715.1907,491,0131350950010,SPRINGHILL SUITES BY MARRIOTT,SPRINGHILL SMC LLC,1311 NW 10TH AVE,MIAMI,33136,305-575-5300,305-575-5300,HOTL,199,Rooms,25.78693,-80.21048,915956.654965661,529027.303535737
-8939684.38509999,2971476.4121,492,3040020490020,SPRINGHILL SUITES MIAMI AIRPORT SOUTH,MONARCH MIAMI LP,6700 NW 7 ST,MIAMI,33126,305-265-0144,,HOTL,150,Rooms,25.77691,-80.30655,884362.939609911,525207.292474993
-8919172.57559999,2985328.4522,493,1222260490001,ST REGIS RESORT AND RESIDENCES - BAL HARBOUR,SELDAR MIAMI HOLDING LLC,9703 COLLINS AVE,BAL HARBOUR,33154,305-993-3300,305-993-3300,HOTL,216,Rooms,25.88891,-80.1223,944729.071830161,566277.92686899
-8932837.12669999,2995507.3077,494,3411340070020,STADIUM HOTEL,GERALD D ROSS,21485 NW 27 AVE,MIAMI,33056,,,HOTL,220,Rooms,25.97114,-80.24504,904198.945541497,595916.205190741
-8922190.33899999,2973388.0819,495,0232330040090,STANDARD MIAMI,FERRADO LIDO LLC,40 ISLAND AVE,MIAMI BEACH,33139,305-673-1717,,HOTL,105,Rooms,25.79237,-80.1494,936043.186642911,531130.687124237
-8938811.99089999,2978885.2162,496,0430130070040,STAR MOTEL,STAR MOTEL INC,1651 W OKEECHOBEE RD,HIALEAH,33010,305-888-9182,305-888-9182,MOTL,41,Rooms,25.83682,-80.29871,886825.870379578,546998.441805989
-8920275.99989999,2971821.1161,497,0232340081370,STARDUST MIAMI,BOLAGO ENTERPRISES OF MIAMI CORP,910 COLLINS AVE,MIAMI BEACH,33139,305-695-4458,786-444-6035,HOTL,20,Rooms,25.77969,-80.1322,941732.123427745,526560.747773319
-8935649.46439999,2969926.607,498,0141050470340,STARDUST MOTEL,ZENFER ENTERPRISES INC,4525 SW 8 STREET,MIAMI,33134,305-476-9292,305-262-4125,MOTL,41,Rooms,25.76437,-80.27031,896316.250020828,520714.819504574
-8923207.25269999,2960461.4793,499,2452050550001,STARLITE APARTMENTS,STARLITE PARTNERSHIP LTD,750 OCEAN DR,MIAMI BEACH,33139,,,HOTL,61,Rooms,25.68777,-80.15853,933279.808311414,493092.983016074
-8958956.98129999,2932665.284,500,,STARLITE MOTEL,OPTIMUM USA BRICKELL 2 LLC,135 SW 8 ST,MIAMI,33130,305-857-9416,305-857-9416,MOTL,60,Rooms,25.46254,-80.47968,827838.476871662,410689.050383322
-8938587.17549999,2969827.1231,501,0140010057370,STARLITE WEST MOTEL,RAFER ENTERPRISES,6241 SW 8 ST,MIAMI,33144,305-262-4125,305-262-4125,MOTL,28,Rooms,25.76356,-80.29669,887632.39829408,520375.077729993
-8927676.27179999,2969348.2134,502,0141391300010,STAY ALFRED,STAY ALFRED INC,1700 SW 2 AVE,MIAMI,33129,305-859-7745,509-598-4881,HOTL,52,Rooms,25.75969,-80.19868,919899.686449662,519150.935821325
-8927644.89169999,2969305.197,503,0141390080010,STAY ALFRED,STAY ALFRED INC,1701 SW 2 AVE,MIAMI,33129,305-859-7745,509-598-4881,HOTL,25,Rooms,25.75934,-80.19841,919993.236459412,519025.00595507
-8933960.75409999,2974213.2946,504,,STAYBRIDGE MIAMI INTERNATIONAL AIRPORT,GRAPELAND HOSPITALITY DEVELOPMENT LLC,3651 NW 25 ST,MIAMI,33142,305-446-0123,305-446-0123,HOTL,153,Rooms,25.79904,-80.25513,901237.709666077,533345.778494574
-8943095.51599999,2974936.9148,505,,STAYBRIDGE SUITES MIAMI/DORAL,HOTEL 3265 NORTH WEST 87 OPCO LP,3265 NW 87 AVE,MIAMI,33172,305-500-9100,502-489-3737,HOTL,96,Rooms,25.80489,-80.3372,874227.756140161,535328.515998907
-8920215.53319999,2972130.8016,506,0232340081130,STILES HOTEL,STILES HOTELS GROUP LLC,1120 COLLINS AVE,MIAMI BEACH,33139,305-864-3777,305-803-7381,HOTL,57,Rooms,25.7822,-80.13166,941904.873410329,527472.43656674
-8920168.03779999,2972435.3062,507,0232340080930,SUITES ON SOUTH BEACH,CAVANAUGH JAMES A,1330 COLLINS AVE,MIAMI BEACH,33139,305-531-9640,305-528-8000,HOTL,19,Rooms,25.78466,-80.13123,942039.372157078,528368.622110322
-8924293.09579999,2984067.9211,508,3022320040320,SUN AND SURF OF MIAMI,SUNMIRA INC,11102 BISCAYNE BLVD,MIAMI,33181,305-893-4540,786-877-3618,MOTL,25,Rooms,25.87872,-80.16829,929629.123027496,562476.499760576
-8919225.15209999,2985047.3125,509,1422350070260,SUN HARBOUR BOUTIQUE HOTEL,PICKERGILL TRADING LLC,9576 COLLINS AVE,SURFSIDE,33154,305-868-4447,305-893-9955,HOTL,19,Rooms,25.88663,-80.12276,944579.308350161,565451.038430907
-8938305.98369999,2969773.7419,510,1540120000200,SUNNYSIDE MOTEL,SUNNYSIDE MOTEL & TRAIL INC,6024 SW 8 ST,MIAMI,33144,,,MOTL,19,Rooms,25.76313,-80.29417,888464.59348008,520222.555725321
-8932765.31769999,2970806.5011,511,0141040130320,SUNSHINE INN OF MIAMI,PARADISE APARTMENTS LLC,25 SW 30 CT,MIAMI,33135,305-525-7825,305-525-7825,MOTL,10,Rooms,25.77149,-80.24439,904828.495463494,523350.08752799
-8936125.97,2970826.9793,512,0141060190010,SUNSHINE INN OF MIAMI,SUNSHINE INN OF MIAMI LLC,4839 W FLAGER ST,MIAMI,33134,305-525-7825,305-525-7825,MOTL,15,Rooms,25.77165,-80.27458,894892.875242911,523354.466784321
-8936174.51789999,2970828.4415,513,0141060220040,SUNSHINE INN OF MIAMI LLC,SUNSHINE INN OF MIAMI LLC,4871 W FLAGLER ST,CORAL GABLES,33134,305-525-7825,305-525-7825,MOTL,10,Rooms,25.77166,-80.27502,894749.327301662,523357.976291738
-8958715.6525,2935033.48,514,,SUPER 8 MOTEL,MIAMI LODGINGS LLC,1202 N KROME AVE,FLORIDA CITY,33034,305-245-0311,305-245-0311,MOTL,30,Rooms,25.48174,-80.47751,828526.373133663,417672.026902907
-8958763.76849999,2932216.9369,515,1678240201110,SUPER 8 MOTEL,MIAMI LODGINGS LLC,1196 N KROME AVE,FLORIDA CITY,33034,305-245-0311,305-245-0311,MOTL,22,Rooms,25.4589,-80.47794,828416.315610997,409369.678350158
-8919913.5479,2973441.9489,516,0232340190450,SURFCOMBER HOTEL (THE),CHISHOLM PROP S BCH INC,1717 COLLINS AVE,MIAMI BEACH,33139,305-532-7715,305-532-7715,HOTL,110,Rooms,25.7928,-80.12894,942772.091492161,531333.045643404
-8928150.07899999,2970788.2082,517,0102020001210,SYLVANIA HOTEL,MONJESS CORP,226 SW 5 AVE,MIAMI,33130,305-545-5916,,HOTL,50,Rooms,25.77134,-80.20293,918473.185693745,523376.686228074
-8935254.07769999,2969945.5215,518,0141050240150,TAMIAMI INN,DIAZ ROBERTO F,4391 SW 8 ST,MIAMI,33134,305-569-3049,305-569-3049,MOTL,7,Rooms,25.76452,-80.26675,897484.913037829,520776.924039155
-8918969.78259999,2992512.5876,519,3122020030210,THUNDERBIRD HOTEL,DEZER MGMT LTD,18401 COLLINS AVE,MIAMI BEACH,33160,305-931-7700,305-931-7700,MOTL,175,Rooms,25.94695,-80.12047,945186.451820914,587380.09037324
-8920240.65249999,2971649.8451,520,0242030040360,TIFFANY HOTEL,HOTEL ON COLLINS AVENUE LLC,801 COLLINS AVE,MIAMI BEACH,33139,305-531-2222,305-531-4411,HOTL,53,Rooms,25.77831,-80.13188,941839.936204247,526057.872138657
-8934773.11889999,2972228.192,521,0131320180080,TOWNEPLACE SUITES MIAMI AIRPORT,HOTELEX AIRPORT LLC,4021 NW 11TH ST,MIAMI,33126,305-779-0900,305-779-0900,HOTL,165,Rooms,25.78299,-80.26243,898869.311515745,527496.435206406
-8953738.68949999,2934820.2106,522,1079090351940,TOWNEPLACE SUITES MIAMI HOMESTEAD,HOMESTEAD HOLDINGS II LLC,935 NE 30 TERR,HOMESTEAD,33033,305-248-2001,814-278-7212,HOTL,97,Rooms,25.48001,-80.4328,843277.922698747,417103.805598408
-8919899.51199999,2973738.5866,523,0232260010010,TOWNHOUSE HOTEL,"TOWNHOUSE HOTEL, LLC",150 20 ST,MIAMI BEACH,33139,,,HOTL,71,Rooms,25.7952,-80.12882,942807.809924662,532205.374607407
-8958725.41329999,2934562.5473,524,1078120040050,TRADEWINDS MOTEL,SERIES HOSPITALITY LLC,846 N KROME AVE,HOMESTEAD,33030,772-801-1036,,MOTL,15,Rooms,25.47792,-80.4776,828502.891881414,416283.942736827
-8958275.74069999,2930241.8939,525,1679300020010,TRAVELODGE FLORIDA CITY-HOMESTEAD,JAI ASHIRWAAD LLC,409 SE 1 AVE,FLORIDA CITY,33034,305-248-9777,,MOTL,88,Rooms,25.44288,-80.47357,829885.811359663,403552.981322154
-8942497.19419999,2981996.498,526,2730030530010,TRIANGLE SUITES,GRAND AT DORAL TWO LTD,9751 W OKEECHOBEE RD,HIALEAH GARDENS,33015,305-445-7088,305-455-6964,HOTL,40,Rooms,25.86197,-80.33182,875890.662919328,556083.78223107
-8920105.13599999,2972949.573,527,0232340191090,TROPICS HOTEL,MID ATLANTIC MANAGEMENT INC,1550 COLLINS AVE,MIAMI BEACH,33139,305-531-0361,305-531-0361,HOTL,70,Rooms,25.78882,-80.13067,942215.335059747,529881.779845156
-8943352.73769999,2976034.8095,528,3530210010010,TRUMP DORAL (PRITIKIN),TRUMP ENDEAVOR 12 LLC,4400 NW 87 AVE,DORAL,33178,305-592-2000,305-592-2000,HOTL,48,Rooms,25.81377,-80.3395,873451.340698246,538551.771691486
-8943352.73769999,2976034.8095,529,3530210010010,TRUMP DORAL/TRUMP DORAL GOLF CLUB AND RESORT MIAMI,TRUMP ENDEAVOR 12 LLC,4400 NW 87 AVE,MIAMI,33178,305-592-2000,305-592-2000,HOTL,646,Rooms,25.81377,-80.3395,873451.340698246,538551.771691486
-8918965.36729999,2992046.0289,530,3122110690001,TRUMP INTL BEACH RESORT,18001 HOLDINGS LLC,18001 COLLINS AVE,SUNNY ISLES BEACH,33160,305-692-5600,,HOTL,375,Rooms,25.94318,-80.12043,945208.687340744,586010.312600993
-8920423.85789999,2984969.4776,531,1322270010240,TRYP BY WYNDHAM MIAMI BAY HARBOR,BAY VILLAGE CONDOS LLC,9540 W  BAY HARBOR DR,BAY HARBOR ISLANDS,33154,786-348-0064,,HOTL,105,Rooms,25.886,-80.13353,941040.372186579,565198.872596659
-8920901.52059999,2994099.6921,532,2812340660020,TURNBERRY ISLE MIAMI,TB ISLE RESORT LP,19999 W COUNTRY CLUB DR,AVENTURA,33180,305-932-6200,305-933-6200,HOTL,393,Rooms,25.95977,-80.13783,939453.16998041,592001.731720492
-8954030.16399999,2934929.1767,533,1079090000240,UPTOWN SUITES - HOMESTEAD,ITS HOMESTEAD LP,1071 NE 28 AVE,HOMESTEAD,33033,786-349-1888,,HOTL,127,Rooms,25.4809,-80.43542,842412.783352911,417421.289215408
-8920738.86279999,2971120.3141,534,0242030095030,URBANICA THE MERIDIAN HOTEL,418 MERIDIAN LLC,418 MERIDIAN AVE,MIAMI BEACH,33139,786-763-8934,786-571-1700,HOTL,41,Rooms,25.77402,-80.13636,940377.310848661,524491.249615736
-8926007.02069999,2979642.0746,535,0132070340010,VAGABOND HOTEL,GOOGIE ENTERPRISES LLC,7301 BISCAYNE BLVD,MIAMI,33138,786-409-7900,305-878-7521,HOTL,45,Rooms,25.84294,-80.18368,924647.467308413,549440.970713571
-8939749.64479999,2969791.8599,536,0140020000050,VENUS MOTEL,MAYA INVESTMENT INC,6891 SW 8 ST,MIAMI,33144,305-261-4142,305-261-4142,MOTL,16,Rooms,25.76328,-80.30713,884196.060678579,520253.18558532
-8920743.07259999,2971291.6696,537,0242030094930,VHC HOSPITALITY,VHC HOSPITALITY LLC,538 MERIDIAN AVE,MIAMI BEACH,33139,407-801-0100,407-801-0100,HOTL,12,Rooms,25.77541,-80.1364,940361.562520579,524994.99828016
